BUYER_STATE,BUYER_COUNTY,YEAR,MME
AZ,APACHE,2006,4956968.6893125
AZ,APACHE,2007,5611683.7840875
AZ,APACHE,2008,5853243.8193125
AZ,APACHE,2009,7344331.7925
AZ,APACHE,2010,7732743.45
AZ,APACHE,2011,7855510.95
AZ,APACHE,2012,8448550.207725
AZ,APACHE,2013,9726017.550225
AZ,APACHE,2014,10752586.170225
AZ,COCHISE,2006,36249596.37495
AZ,COCHISE,2007,43407991.0758
AZ,COCHISE,2008,51387538.7199375
AZ,COCHISE,2009,57900578.6980875
AZ,COCHISE,2010,65485620.293775
AZ,COCHISE,2011,68738490.2799
AZ,COCHISE,2012,67010466.60795
AZ,COCHISE,2013,67230743.152575
AZ,COCHISE,2014,66387520.5624
AZ,COCONINO,2006,24139042.931362502
AZ,COCONINO,2007,28000955.807725
AZ,COCONINO,2008,33009961.254125
AZ,COCONINO,2009,32485513.5834
AZ,COCONINO,2010,32124157.7002125
AZ,COCONINO,2011,35299934.5452
AZ,COCONINO,2012,38684080.666725
AZ,COCONINO,2013,38150825.911725
AZ,COCONINO,2014,42496644.7299
AZ,GILA,2006,27926225.59835
AZ,GILA,2007,29464154.4288875
AZ,GILA,2008,28275622.221612502
AZ,GILA,2009,31793100.66195
AZ,GILA,2010,37909465.15065
AZ,GILA,2011,44194370.484975
AZ,GILA,2012,52870739.7997125
AZ,GILA,2013,52120698.25335
AZ,GILA,2014,54584862.3233625
AZ,GRAHAM,2006,17926884.489125
AZ,GRAHAM,2007,27183827.5514
AZ,GRAHAM,2008,35978087.9888625
AZ,GRAHAM,2009,40805562.7125
AZ,GRAHAM,2010,41436659.175
AZ,GRAHAM,2011,45144496.410225
AZ,GRAHAM,2012,45704127.360225
AZ,GRAHAM,2013,39075426.3806625
AZ,GRAHAM,2014,31977803.535225
AZ,GREENLEE,2006,604813.875
AZ,GREENLEE,2007,885840.1875
AZ,GREENLEE,2008,1462275.7125
AZ,GREENLEE,2009,1335033.7920000001
AZ,GREENLEE,2010,1806066.825
AZ,GREENLEE,2011,1563218.625
AZ,GREENLEE,2012,1478646.7875
AZ,GREENLEE,2013,1719970.3125
AZ,GREENLEE,2014,1702671.1125
AZ,LA PAZ,2006,6574601.020500001
AZ,LA PAZ,2007,6792135.495
AZ,LA PAZ,2008,7148771.6955
AZ,LA PAZ,2009,7063366.1625
AZ,LA PAZ,2010,7904572.726125
AZ,LA PAZ,2011,8556663.4999875
AZ,LA PAZ,2012,9502669.5043125
AZ,LA PAZ,2013,9517609.62
AZ,LA PAZ,2014,11413032.855
AZ,MARICOPA,2006,1025699797.2850375
AZ,MARICOPA,2007,1201326197.022075
AZ,MARICOPA,2008,1380488248.948425
AZ,MARICOPA,2009,1629777931.2170625
AZ,MARICOPA,2010,1784577100.201575
AZ,MARICOPA,2011,1989036715.2093
AZ,MARICOPA,2012,2096280142.9267876
AZ,MARICOPA,2013,2049540286.153725
AZ,MARICOPA,2014,2114214074.4040124
AZ,MOHAVE,2006,86907833.21935
AZ,MOHAVE,2007,107756985.0552125
AZ,MOHAVE,2008,129104758.2622875
AZ,MOHAVE,2009,140256831.3987
AZ,MOHAVE,2010,149743634.03325
AZ,MOHAVE,2011,174326073.0376125
AZ,MOHAVE,2012,190143758.442075
AZ,MOHAVE,2013,184079185.813275
AZ,MOHAVE,2014,185289672.0512625
AZ,NAVAJO,2006,22462061.395037502
AZ,NAVAJO,2007,26295310.266025
AZ,NAVAJO,2008,29720362.620837502
AZ,NAVAJO,2009,32246978.6172375
AZ,NAVAJO,2010,32063725.4911125
AZ,NAVAJO,2011,36212987.6158875
AZ,NAVAJO,2012,40969740.5014875
AZ,NAVAJO,2013,46001419.6158375
AZ,NAVAJO,2014,49893247.3535625
AZ,PIMA,2006,423408970.3601375
AZ,PIMA,2007,487865064.144
AZ,PIMA,2008,551950812.921975
AZ,PIMA,2009,599141920.0165125
AZ,PIMA,2010,629763958.2411
AZ,PIMA,2011,723483049.206225
AZ,PIMA,2012,785873316.23355
AZ,PIMA,2013,637355161.4844375
AZ,PIMA,2014,585927326.5008
AZ,PINAL,2006,70967163.0568375
AZ,PINAL,2007,81812755.62460001
AZ,PINAL,2008,85899390.2579875
AZ,PINAL,2009,90957004.5106125
AZ,PINAL,2010,107829062.1315375
AZ,PINAL,2011,134011183.3751625
AZ,PINAL,2012,138992054.8089375
AZ,PINAL,2013,143488904.4598125
AZ,PINAL,2014,160531604.90373752
AZ,SANTA CRUZ,2006,5018852.5875
AZ,SANTA CRUZ,2007,4826517.066
AZ,SANTA CRUZ,2008,5268527.0715
AZ,SANTA CRUZ,2009,5260041.4540875
AZ,SANTA CRUZ,2010,5680984.66545
AZ,SANTA CRUZ,2011,5879814.585
AZ,SANTA CRUZ,2012,8705488.2975
AZ,SANTA CRUZ,2013,11228715.382725
AZ,SANTA CRUZ,2014,8931089.6775
AZ,YAVAPAI,2006,71430087.851725
AZ,YAVAPAI,2007,80612080.0231125
AZ,YAVAPAI,2008,84208443.1367625
AZ,YAVAPAI,2009,94923632.5864125
AZ,YAVAPAI,2010,110148523.001175
AZ,YAVAPAI,2011,129925260.2719125
AZ,YAVAPAI,2012,136628833.8244875
AZ,YAVAPAI,2013,128540935.1328
AZ,YAVAPAI,2014,128554520.784675
AZ,YUMA,2006,25894650.6193125
AZ,YUMA,2007,29081098.18525
AZ,YUMA,2008,32244451.655125
AZ,YUMA,2009,36826472.2858875
AZ,YUMA,2010,38884534.6602
AZ,YUMA,2011,48785148.2906625
AZ,YUMA,2012,57155121.22065
AZ,YUMA,2013,59672704.487025
AZ,YUMA,2014,59543259.6215625
CO,ADAMS,2006,68317538.37325001
CO,ADAMS,2007,78826994.53655
CO,ADAMS,2008,94424885.79365
CO,ADAMS,2009,110355414.7600875
CO,ADAMS,2010,132304866.2824875
CO,ADAMS,2011,157909630.9827
CO,ADAMS,2012,161238256.2945
CO,ADAMS,2013,134536857.6406125
CO,ADAMS,2014,143377879.7415375
CO,ALAMOSA,2006,8719603.0342125
CO,ALAMOSA,2007,9797738.8254125
CO,ALAMOSA,2008,11334126.5692875
CO,ALAMOSA,2009,12497932.92795
CO,ALAMOSA,2010,12969627.2438625
CO,ALAMOSA,2011,15352656.0038625
CO,ALAMOSA,2012,19640869.9922625
CO,ALAMOSA,2013,17428734.7615875
CO,ALAMOSA,2014,13959530.73
CO,ARAPAHOE,2006,98137630.03022501
CO,ARAPAHOE,2007,115353040.9786875
CO,ARAPAHOE,2008,132501924.8362125
CO,ARAPAHOE,2009,148310064.19863752
CO,ARAPAHOE,2010,158171006.793525
CO,ARAPAHOE,2011,179476995.661275
CO,ARAPAHOE,2012,185758514.187525
CO,ARAPAHOE,2013,177766587.43545
CO,ARAPAHOE,2014,182808594.7403625
CO,ARCHULETA,2006,1220143.6255
CO,ARCHULETA,2007,1334702.5258625
CO,ARCHULETA,2008,1365198.8625
CO,ARCHULETA,2009,1651373.595225
CO,ARCHULETA,2010,1754793.682725
CO,ARCHULETA,2011,1833741.532725
CO,ARCHULETA,2012,2240331.975
CO,ARCHULETA,2013,2540229.3452250003
CO,ARCHULETA,2014,2982927.232725
CO,BACA,2006,632332.875
CO,BACA,2007,789759.3
CO,BACA,2008,737702.7
CO,BACA,2009,718759.9875
CO,BACA,2010,895476.4125
CO,BACA,2011,1089965.1375
CO,BACA,2012,621692.0625
CO,BACA,2013,631201.3125
CO,BACA,2014,747813.2625
CO,BENT,2006,734574.3375
CO,BENT,2007,897549.975
CO,BENT,2008,1017068.2875
CO,BENT,2009,1034000.7000000001
CO,BENT,2010,1340479.012725
CO,BENT,2011,1820751.8002125
CO,BENT,2012,2169855.45
CO,BENT,2013,1677012.8443125
CO,BENT,2014,1372976.85
CO,BOULDER,2006,66507129.339125
CO,BOULDER,2007,78314179.377075
CO,BOULDER,2008,92915605.3248
CO,BOULDER,2009,101324685.9670125
CO,BOULDER,2010,118077240.8294625
CO,BOULDER,2011,123953195.7402
CO,BOULDER,2012,120980601.7599375
CO,BOULDER,2013,109586210.0695125
CO,BOULDER,2014,94184435.6097375
CO,BROOMFIELD,2006,10435296.5128625
CO,BROOMFIELD,2007,13576238.4545
CO,BROOMFIELD,2008,14928396.103500001
CO,BROOMFIELD,2009,17694667.1829375
CO,BROOMFIELD,2010,22853330.041575
CO,BROOMFIELD,2011,31757599.1302125
CO,BROOMFIELD,2012,35953537.2952125
CO,BROOMFIELD,2013,33995651.438175
CO,BROOMFIELD,2014,31351839.997725
CO,CHAFFEE,2006,6401707.879725
CO,CHAFFEE,2007,6499759.5438375
CO,CHAFFEE,2008,7384249.5504375
CO,CHAFFEE,2009,6578619.4538625
CO,CHAFFEE,2010,7220916.0563625
CO,CHAFFEE,2011,8507843.5172625
CO,CHAFFEE,2012,9042058.815675
CO,CHAFFEE,2013,8728280.910225
CO,CHAFFEE,2014,8546682.1913625
CO,CHEYENNE,2006,180113.1825
CO,CHEYENNE,2007,205248.165
CO,CHEYENNE,2008,237346.05
CO,CHEYENNE,2009,293946.0375
CO,CHEYENNE,2010,579772.05
CO,CHEYENNE,2011,458579.7375
CO,CHEYENNE,2012,358240.215
CO,CHEYENNE,2013,555016.3125
CO,CHEYENNE,2014,755278.86
CO,CLEAR CREEK,2006,1399819.3725
CO,CLEAR CREEK,2007,1978692.75
CO,CLEAR CREEK,2008,2121375.9375
CO,CLEAR CREEK,2009,2732514.3
CO,CLEAR CREEK,2010,3596029.575
CO,CLEAR CREEK,2011,3535031.1525
CO,CLEAR CREEK,2012,1978805.7265875
CO,CLEAR CREEK,2013,1809330.4163625
CO,CLEAR CREEK,2014,1665874.0125
CO,CONEJOS,2006,1989075.6585
CO,CONEJOS,2007,2044613.49
CO,CONEJOS,2008,1992669.2625
CO,CONEJOS,2009,1922740.875
CO,CONEJOS,2010,2242875.1125
CO,CONEJOS,2011,2799783.825
CO,CONEJOS,2012,3784381.545
CO,CONEJOS,2013,3826574.8538625
CO,CONEJOS,2014,2362587.1125
CO,CROWLEY,2006,1468559.0625
CO,CROWLEY,2007,1617643.5375
CO,CROWLEY,2008,1386728.0250000001
CO,CROWLEY,2009,1451359.2788625
CO,CROWLEY,2010,1745279.1490875
CO,CROWLEY,2011,1527021.9375
CO,CROWLEY,2012,1712181.6788625
CO,CROWLEY,2013,1711031.6288625
CO,CROWLEY,2014,1519702.35
CO,CUSTER,2006,2724.3
CO,CUSTER,2007,3027.000000000001
CO,CUSTER,2009,605.4000000000002
CO,CUSTER,2010,1513.5000000000005
CO,CUSTER,2011,3027.000000000001
CO,CUSTER,2012,3329.700000000001
CO,CUSTER,2013,5751.3
CO,CUSTER,2014,4017.9
CO,DELTA,2006,9609696.8843625
CO,DELTA,2007,11952752.161725
CO,DELTA,2008,14316606.1115625
CO,DELTA,2009,13743908.3538375
CO,DELTA,2010,12785137.641787501
CO,DELTA,2011,12851927.562
CO,DELTA,2012,13181766.7280625
CO,DELTA,2013,11709473.863575
CO,DELTA,2014,12065353.1706375
CO,DENVER,2006,66211912.6907
CO,DENVER,2007,81013318.686025
CO,DENVER,2008,92224928.2324875
CO,DENVER,2009,107623707.79725
CO,DENVER,2010,124435421.2506375
CO,DENVER,2011,143145748.2329625
CO,DENVER,2012,147776329.7344125
CO,DENVER,2013,130239207.044475
CO,DENVER,2014,122185813.3863
CO,DOUGLAS,2006,40508046.7413
CO,DOUGLAS,2007,47781101.6017625
CO,DOUGLAS,2008,52718079.335125
CO,DOUGLAS,2009,58941525.6718125
CO,DOUGLAS,2010,65110166.138175
CO,DOUGLAS,2011,68699997.218175
CO,DOUGLAS,2012,74538935.334975
CO,DOUGLAS,2013,63589270.86135
CO,DOUGLAS,2014,58131913.5199875
CO,EAGLE,2006,7857513.2287625
CO,EAGLE,2007,9524435.9943
CO,EAGLE,2008,10304228.8868
CO,EAGLE,2009,11433816.675900001
CO,EAGLE,2010,12821403.394762501
CO,EAGLE,2011,12597014.534475
CO,EAGLE,2012,13513232.796600001
CO,EAGLE,2013,12251476.9253625
CO,EAGLE,2014,12602190.7322625
CO,EL PASO,2006,118715227.5324375
CO,EL PASO,2007,139455815.7657625
CO,EL PASO,2008,158121773.19615
CO,EL PASO,2009,168834586.317825
CO,EL PASO,2010,186433933.1503125
CO,EL PASO,2011,210689689.3448625
CO,EL PASO,2012,234048030.5800125
CO,EL PASO,2013,225568314.713175
CO,EL PASO,2014,228911520.3822
CO,ELBERT,2006,1582977.1485000001
CO,ELBERT,2007,2193572.6222625
CO,ELBERT,2008,2350097.9299875
CO,ELBERT,2009,2918008.8038625
CO,ELBERT,2010,3779767.4025
CO,ELBERT,2011,4066915.6275
CO,ELBERT,2012,4150425.0788625
CO,ELBERT,2013,3764427.6413625
CO,ELBERT,2014,4538609.557725
CO,FREMONT,2006,12527910.30285
CO,FREMONT,2007,13591350.8202
CO,FREMONT,2008,16916519.0055
CO,FREMONT,2009,19451687.2463625
CO,FREMONT,2010,20208017.6663625
CO,FREMONT,2011,22785407.6625
CO,FREMONT,2012,23127476.8540875
CO,FREMONT,2013,20490133.417725
CO,FREMONT,2014,18236105.88
CO,GARFIELD,2006,13821751.28695
CO,GARFIELD,2007,17354604.1913625
CO,GARFIELD,2008,18040665.427500002
CO,GARFIELD,2009,16752084.0205875
CO,GARFIELD,2010,16731608.856675
CO,GARFIELD,2011,16652455.3090875
CO,GARFIELD,2012,16442977.3783875
CO,GARFIELD,2013,14729762.769075
CO,GARFIELD,2014,14473310.625675
CO,GILPIN,2006,232015.7805
CO,GILPIN,2007,259032.90899999999
CO,GILPIN,2008,184256.133
CO,GILPIN,2009,404747.7375
CO,GILPIN,2010,777139.0875
CO,GILPIN,2011,1732181.4375
CO,GILPIN,2012,1468759.5
CO,GILPIN,2013,428566.5
CO,GILPIN,2014,138514.5
CO,GRAND,2006,2473202.8155
CO,GRAND,2007,2579897.16
CO,GRAND,2008,3526059.015225
CO,GRAND,2009,2906008.4513625
CO,GRAND,2010,2892605.4943125
CO,GRAND,2011,2898584.0663625
CO,GRAND,2012,3242150.8913625
CO,GRAND,2013,3027344.2875
CO,GRAND,2014,2390831.145225
CO,GUNNISON,2006,2294279.895
CO,GUNNISON,2007,2187771.9
CO,GUNNISON,2008,2259625.7325
CO,GUNNISON,2009,2697768.105
CO,GUNNISON,2010,2988803.13375
CO,GUNNISON,2011,2717996.6175
CO,GUNNISON,2012,3095275.3024875
CO,GUNNISON,2013,2886797.14215
CO,GUNNISON,2014,2637285.9797625
CO,HINSDALE,2006,1362.1500000000003
CO,HINSDALE,2007,2058.36
CO,HINSDALE,2008,4631.31
CO,HINSDALE,2009,5448.6
CO,HINSDALE,2010,3935.1
CO,HINSDALE,2011,4086.45
CO,HINSDALE,2012,2118.9000000000005
CO,HINSDALE,2013,2724.3000000000006
CO,HINSDALE,2014,3027.0
CO,HUERFANO,2006,1885259.6625
CO,HUERFANO,2007,1633424.475
CO,HUERFANO,2008,1889405.325
CO,HUERFANO,2009,2145665.5875
CO,HUERFANO,2010,2840699.475
CO,HUERFANO,2011,3871799.5125
CO,HUERFANO,2012,3947515.4154375
CO,HUERFANO,2013,3734632.29045
CO,HUERFANO,2014,2984688.6075
CO,JEFFERSON,2006,152564455.811
CO,JEFFERSON,2007,181570923.299875
CO,JEFFERSON,2008,196346101.7616625
CO,JEFFERSON,2009,205594691.4456375
CO,JEFFERSON,2010,216351551.86046252
CO,JEFFERSON,2011,242243847.9871875
CO,JEFFERSON,2012,260654507.62515
CO,JEFFERSON,2013,235986574.4206875
CO,JEFFERSON,2014,228897580.5070875
CO,KIOWA,2006,271720.2
CO,KIOWA,2007,399367.0875
CO,KIOWA,2008,453852.1125
CO,KIOWA,2009,488587.7625
CO,KIOWA,2010,541899.9413625001
CO,KIOWA,2011,540486.0375
CO,KIOWA,2012,456695.7788625
CO,KIOWA,2013,569865.675
CO,KIOWA,2014,645526.575
CO,KIT CARSON,2006,481088.85
CO,KIT CARSON,2007,690283.875
CO,KIT CARSON,2008,785718.1125
CO,KIT CARSON,2009,779956.9500000001
CO,KIT CARSON,2010,785023.2000000001
CO,KIT CARSON,2011,746392.3125
CO,KIT CARSON,2012,826246.3500000001
CO,KIT CARSON,2013,834362.1375
CO,KIT CARSON,2014,923378.2875
CO,LA PLATA,2006,9436251.661225
CO,LA PLATA,2007,9912294.214725
CO,LA PLATA,2008,9302991.9615
CO,LA PLATA,2009,9370108.0765875
CO,LA PLATA,2010,9337792.432725
CO,LA PLATA,2011,10373824.17
CO,LA PLATA,2012,11777472.17295
CO,LA PLATA,2013,10661347.9275
CO,LA PLATA,2014,10826550.9825
CO,LAKE,2006,1886342.7375
CO,LAKE,2007,2370075.1875
CO,LAKE,2008,2133324.0
CO,LAKE,2009,1677642.35295
CO,LAKE,2010,2052571.6875
CO,LAKE,2011,3024010.725
CO,LAKE,2012,2937691.3125
CO,LAKE,2013,2281876.8375
CO,LAKE,2014,1975894.35
CO,LARIMER,2006,76001327.9945375
CO,LARIMER,2007,88940407.3709
CO,LARIMER,2008,97421287.491125
CO,LARIMER,2009,104590401.8820375
CO,LARIMER,2010,114933293.6602125
CO,LARIMER,2011,128889902.6838375
CO,LARIMER,2012,136178672.6706
CO,LARIMER,2013,126703408.5745125
CO,LARIMER,2014,128999865.94815
CO,LAS ANIMAS,2006,7161106.270500001
CO,LAS ANIMAS,2007,5846686.7063625
CO,LAS ANIMAS,2008,6730681.8353625005
CO,LAS ANIMAS,2009,6919265.0625
CO,LAS ANIMAS,2010,7821970.7625
CO,LAS ANIMAS,2011,7698132.3975
CO,LAS ANIMAS,2012,9133185.93
CO,LAS ANIMAS,2013,10490910.675
CO,LAS ANIMAS,2014,11913854.9475
CO,LINCOLN,2006,938117.7390000001
CO,LINCOLN,2007,1063105.4288625
CO,LINCOLN,2008,1518926.55
CO,LINCOLN,2009,1714226.85
CO,LINCOLN,2010,2083185.4125
CO,LINCOLN,2011,2006162.7
CO,LINCOLN,2012,2477860.35
CO,LINCOLN,2013,2688320.925
CO,LINCOLN,2014,2313779.85
CO,LOGAN,2006,4545182.86545
CO,LOGAN,2007,5039482.9960875
CO,LOGAN,2008,4613301.5989875
CO,LOGAN,2009,5514915.9811125
CO,LOGAN,2010,5227658.5224750005
CO,LOGAN,2011,5433184.4738625
CO,LOGAN,2012,6637652.6625
CO,LOGAN,2013,6568367.0663625
CO,LOGAN,2014,7178409.3193125
CO,MESA,2006,32666250.5747375
CO,MESA,2007,38057727.6591125
CO,MESA,2008,40867275.5926875
CO,MESA,2009,42238176.7576875
CO,MESA,2010,41908248.3645375
CO,MESA,2011,45854633.6238375
CO,MESA,2012,49608615.4749375
CO,MESA,2013,45381256.6647
CO,MESA,2014,44077810.899975
CO,MINERAL,2010,302.7000000000001
CO,MOFFAT,2006,2807745.4463625
CO,MOFFAT,2007,3411410.1113625
CO,MOFFAT,2008,3629988.915
CO,MOFFAT,2009,4778606.175
CO,MOFFAT,2010,5530714.32
CO,MOFFAT,2011,6563460.2888625
CO,MOFFAT,2012,6780343.987725
CO,MOFFAT,2013,5509598.5615875
CO,MOFFAT,2014,5733471.421125
CO,MONTEZUMA,2006,6127963.1888625
CO,MONTEZUMA,2007,7510944.914225
CO,MONTEZUMA,2008,8617352.0333625
CO,MONTEZUMA,2009,8353651.425
CO,MONTEZUMA,2010,9207241.8788625
CO,MONTEZUMA,2011,9726958.2115875
CO,MONTEZUMA,2012,10677400.5361125
CO,MONTEZUMA,2013,9800248.9256625
CO,MONTEZUMA,2014,10641838.1147625
CO,MONTROSE,2006,6990223.209725
CO,MONTROSE,2007,9745267.6783625
CO,MONTROSE,2008,9918923.581725
CO,MONTROSE,2009,10929260.7159
CO,MONTROSE,2010,10624199.298375
CO,MONTROSE,2011,11661705.72975
CO,MONTROSE,2012,12592249.491525
CO,MONTROSE,2013,12703156.0760625
CO,MONTROSE,2014,12211965.7585875
CO,MORGAN,2006,5750401.353
CO,MORGAN,2007,5793551.0595
CO,MORGAN,2008,6563594.3175
CO,MORGAN,2009,7000374.15
CO,MORGAN,2010,7117112.58045
CO,MORGAN,2011,8554655.6127
CO,MORGAN,2012,9209155.520175
CO,MORGAN,2013,8328731.6256375
CO,MORGAN,2014,8866848.5747625
CO,OTERO,2006,6983575.904625
CO,OTERO,2007,8293401.8468625005
CO,OTERO,2008,9435002.2573125
CO,OTERO,2009,10672713.461025
CO,OTERO,2010,13947927.555412501
CO,OTERO,2011,17075839.778625
CO,OTERO,2012,19869825.1501875
CO,OTERO,2013,12624247.637925
CO,OTERO,2014,11094826.2486
CO,OURAY,2006,900479.1645
CO,OURAY,2007,848413.425
CO,OURAY,2008,663907.5375
CO,OURAY,2009,722437.3125
CO,OURAY,2010,820456.98
CO,OURAY,2011,1152458.2125
CO,OURAY,2012,1232052.375
CO,OURAY,2013,1522615.6875
CO,OURAY,2014,1484781.9825
CO,PARK,2006,1207626.7875
CO,PARK,2007,1296404.925
CO,PARK,2008,1040283.4125
CO,PARK,2009,1136690.925
CO,PARK,2010,1414198.867725
CO,PARK,2011,1465833.4538625
CO,PARK,2012,1517484.0
CO,PARK,2013,1352696.325
CO,PARK,2014,856735.8713625
CO,PHILLIPS,2006,401024.4375
CO,PHILLIPS,2007,368792.7375
